PPG,HR,SPO2
67,84,97
69,84,97
69,85,97
69,85,97
65,85,97
62,85,97
57,85,97
53,85,97
49,85,97
45,85,97
45,85,97
42,85,97
41,85,97
41,85,97
42,85,97
43,85,97
43,85,97
43,85,97
43,85,97
43,85,97
40,85,97
38,85,97
36,85,97
35,85,97
33,85,97
31,85,97
30,85,97
29,85,97
28,85,97
27,85,97
27,85,97
26,85,97
26,85,97
25,85,97
25,85,97
26,85,97
27,85,97
30,85,97
36,85,97
42,85,97
50,85,97
57,85,97
64,85,97
68,85,97
69,85,97
67,85,97
64,85,97
60,85,97
56,85,97
52,85,97
48,85,97
45,85,97
43,85,97
42,85,97
41,85,97
42,85,97
42,85,97
43,85,97
43,85,97
43,85,97
43,85,97
41,85,97
40,85,97
40,85,97
39,85,97
37,85,97
35,85,97
33,85,97
32,85,97
30,85,97
29,85,97
29,85,97
28,85,97
28,85,97
27,85,97
27,85,97
27,85,97
27,85,97
28,85,97
30,85,97
34,85,97
40,85,97
46,85,97
55,85,97
62,85,97
68,85,97
71,85,97
72,85,97
70,85,97
67,85,97
63,85,97
59,85,97
55,85,97
51,85,97
48,85,97
46,85,97
44,85,97
43,85,97
43,85,97
43,85,97
44,85,97
43,85,97
43,85,97
42,85,97
40,85,97
39,85,97
37,85,97
35,85,97
34,85,97
32,85,97
31,85,97
29,85,97
28,85,97
27,85,97
26,85,97
26,85,97
25,85,97
25,85,97
24,85,97
24,85,97
24,85,97
25,85,97
28,85,97
33,85,97
33,85,97
33,85,97
33,85,97
56,85,97
64,85,97
70,85,97
72,85,97
72,85,97
70,85,97
67,85,97
63,85,97
59,85,97
55,85,97
52,85,97
49,85,97
47,85,97
46,85,97
45,85,97
45,85,97
45,85,97
45,85,97
44,85,97
43,85,97
42,85,97
40,85,97
39,85,97
37,85,97
35,85,97
34,85,97
32,85,97
30,85,97
29,85,97
28,85,97
27,85,97
26,85,97
26,85,97
25,85,97
25,85,97
24,85,97
23,85,97
22,85,97
22,85,97
23,85,97
26,85,97
30,85,97
30,85,97
45,85,97
53,85,97
53,85,97
67,85,97
69,85,97
69,85,97
67,85,97
64,85,97
64,85,97
56,85,97
52,85,97
49,85,97
46,85,97
45,85,97
43,85,97
43,85,97
43,85,97
43,85,97
43,85,97
43,85,97
42,85,97
41,85,97
40,85,97
39,85,97
37,85,97
35,85,97
33,85,97
32,85,97
30,85,97
29,85,97
28,85,97
27,85,97
26,85,97
25,85,97
24,85,97
24,85,97
23,85,97
23,85,97
23,85,97
22,85,97
22,85,97
21,85,97
22,85,97
24,85,97
28,85,97
34,85,97
41,85,97
50,85,97
58,85,97
65,85,97
69,85,97
70,85,97
68,85,97
64,85,97
60,85,97
55,85,97
50,85,97
46,85,97
43,85,97
40,85,97
39,85,97
39,85,97
39,85,97
40,85,97
40,85,97
40,85,97
40,85,97
39,85,97
38,85,97
36,85,97
35,85,97
33,85,97
31,85,97
30,85,97
28,85,97
27,85,97
27,85,97
26,85,97
25,85,97
24,85,97
24,85,97
24,85,97
24,85,97
24,85,97
24,85,97
23,85,97
24,85,97
25,85,97
28,85,97
34,85,97
40,85,97
48,85,97
56,85,97
62,85,97
65,85,97
66,85,97
65,85,97
62,85,97
58,85,97
53,85,97
49,85,97
45,85,97
42,85,97
40,85,97
40,85,97
40,85,97
40,85,97
41,85,97
42,85,97
42,85,97
42,85,97
41,85,97
40,85,97
39,85,97
37,85,97
35,85,97
33,85,97
32,85,97
30,85,97
28,85,97
27,85,97
26,85,97
25,85,97
24,85,97
23,85,97
23,85,97
22,85,97
22,85,97
23,85,97
25,85,97
30,85,97
37,85,97
44,85,97
53,85,97
61,85,97
66,85,97
69,85,97
69,85,97
69,85,97
69,85,97
63,85,97
59,85,97
55,85,97
51,85,97
47,85,97
44,85,97
44,85,97
41,85,97
40,85,97
40,85,97
41,85,97
41,85,97
41,85,97
40,85,97
40,85,97
40,85,97
37,85,97
36,85,97
36,85,97
33,85,97
31,85,97
29,85,97
28,85,97
27,85,97
26,85,97
25,85,97
24,85,97
24,85,97
23,85,97
23,85,97
23,85,97
23,85,97
25,85,97
29,85,97
36,85,97
43,85,97
52,85,97
60,85,97
66,85,97
70,85,97
71,85,97
69,85,97
66,85,97
62,85,97
57,85,97
53,85,97
49,85,97
46,85,97
44,85,97
42,85,97
41,85,97
41,85,97
42,85,97
42,85,97
42,85,97
42,85,97
41,85,97
40,85,97
40,84,97
40,84,97
38,84,97
36,84,97
34,84,97
32,84,97
30,84,97
28,84,97
26,84,97
25,84,97
24,84,97
24,84,97
23,84,97
23,84,97
23,84,97
22,84,97
21,84,97
21,84,97
22,84,97
24,84,97
29,84,97
36,84,97
44,84,97
53,84,97
61,84,97
67,84,97
70,84,97
70,84,97
68,84,97
65,84,97
60,84,97
55,84,97
51,84,97
47,84,97
44,84,97
42,84,97
40,84,97
40,84,97
40,84,97
40,84,97
41,84,97
41,84,97
40,84,97
40,84,97
39,84,97
37,84,97
36,84,97
34,84,97
32,84,97
30,84,97
28,84,97
27,84,97
26,84,97
25,84,97
25,84,97
25,84,97
25,84,97
25,84,97
26,84,97
26,84,97
27,84,97
27,84,97
29,84,97
33,84,97
38,84,97
45,84,97
52,84,97
60,84,97
66,84,97
69,84,97
70,84,97
68,84,97
64,84,97
60,84,97
55,84,97
50,84,97
46,84,97
43,84,97
40,84,97
40,84,97
40,84,97
40,84,97
40,84,97
41,84,97
42,84,97
42,84,97
41,84,97
40,84,97
39,84,97
37,84,97
35,84,97
33,84,97
32,84,97
30,84,97
28,84,97
27,84,97
26,84,97
25,84,97
24,84,97
24,84,97
24,84,97
25,84,97
27,84,97
32,84,97
39,84,97
46,84,97
54,84,97
54,84,97
66,84,97
68,84,97
68,84,97
65,84,97
61,84,97
61,84,97
51,84,97
47,84,97
47,84,97
40,84,97
39,84,97
39,84,97
38,84,97
39,84,97
39,84,97
39,84,97
39,84,97
40,84,97
40,84,97
39,84,97
37,84,97
36,84,97
34,84,97
32,84,97
30,84,97
28,84,97
27,84,97
25,84,97
24,84,97
23,84,97
23,84,97
22,84,97
22,84,97
21,84,97
21,84,97
22,84,97
25,84,97
31,84,97
38,84,97
46,84,97
56,84,97
64,84,97
69,84,97
72,84,97
72,84,97
70,84,97
66,84,97
62,84,97
58,84,97
54,84,97
50,84,97
47,84,97
45,84,97
44,84,97
43,84,97
43,84,97
44,84,97
44,84,97
44,84,97
44,84,97
43,84,97
41,84,97
40,84,97
39,84,97
37,84,97
35,84,97
34,84,97
32,84,97
30,84,97
29,84,97
28,84,97
27,84,97
27,84,97
26,84,97
25,84,97
25,84,97
25,84,97
26,84,97
29,84,97
35,84,97
41,84,97
50,84,97
58,84,97
65,84,97
71,84,97
73,84,97
72,84,97
69,84,97
65,84,97
61,84,97
56,84,97
51,84,97
47,84,97
43,84,97
41,84,97
40,84,97
40,84,97
40,84,97
40,84,97
40,84,97
40,84,97
40,84,97
39,84,97
37,84,97
35,84,97
33,84,97
32,84,97
30,84,97
29,84,97
27,84,97
26,84,97
25,84,97
25,84,97
24,84,97
24,84,97
23,84,97
23,84,97
22,84,97
22,84,97
23,84,97
26,84,97
30,84,97
37,84,97
44,84,97
53,84,97
61,84,97
66,84,97
69,84,97
69,84,97
67,84,97
63,84,97
59,84,97
54,84,97
50,84,97
46,84,97
43,84,97
43,84,97
41,84,97
40,84,97
40,84,97
41,84,97
42,84,97
43,84,97
43,84,97
43,84,97
42,84,97
42,84,97
40,84,97
38,84,97
38,84,97
34,84,97
32,84,97
32,84,97
29,84,97
28,84,97
28,84,97
27,84,97
26,84,97
26,84,97
25,84,97
25,84,97
26,84,97
28,84,97
33,84,97
40,84,97
47,84,97
56,84,97
63,84,97
67,84,97
69,84,97
68,84,97
66,84,97
62,84,97
57,84,97
53,84,97
49,84,97
45,84,97
42,84,97
41,84,97
40,84,97
41,84,97
42,84,97
43,84,97
43,84,97
43,84,97
43,84,97
41,84,97
40,84,97
39,84,97
37,84,97
35,84,97
34,84,97
32,84,97
31,84,97
30,84,97
29,84,97
28,84,97
28,84,97
28,84,97
28,84,97
27,84,97
27,84,97
30,84,97
35,84,97
41,84,97
49,84,97
57,84,97
65,84,97
69,84,97
72,84,97
71,84,97
68,84,97
65,84,97
60,84,97
56,84,97
52,84,97
48,84,97
45,84,97
43,84,97
42,84,97
42,84,97
43,84,97
43,84,97
44,84,97
44,84,97
43,84,97
42,84,97
41,84,97
40,84,97
38,84,97
37,84,97
35,84,97
34,84,97
32,84,97
31,84,97
30,84,97
29,84,97
29,84,97
28,84,97
27,84,97
27,84,97
27,84,97
28,84,97
31,84,97
37,84,97
44,84,97
52,84,97
60,84,97
67,84,97
72,84,97
74,84,97
73,84,97
70,84,97
67,84,97
63,84,97
59,84,97
55,84,97
51,84,97
51,86,97
51,86,97
46,86,97
45,86,97
45,86,97
45,86,97
45,86,97
45,86,97
44,86,97
43,86,97
42,86,97
40,86,97
39,86,97
37,86,97
35,86,97
33,86,97
32,86,97
30,86,97
29,86,97
28,86,97
27,86,97
27,86,97
26,86,97
26,86,97
25,86,97
25,86,97
25,86,97
27,86,97
31,86,97
37,86,97
44,86,97
53,86,97
60,86,97
67,86,97
70,86,97
70,86,97
68,86,97
65,86,97
61,86,97
56,86,97
52,86,97
48,86,97
45,86,97
43,86,97
42,86,97
41,86,97
42,86,97
42,86,97
42,86,97
42,86,97
42,86,97
40,86,97
40,86,97
40,86,97
36,86,97
34,86,97
34,86,97
30,86,97
29,86,97
29,86,97
26,86,97
26,86,97
25,86,97
24,86,97
24,86,97
23,86,97
23,86,97
22,86,97
22,86,97
22,86,97
22,86,97
23,86,97
26,86,97
32,86,97
39,86,97
46,86,97
55,86,97
62,86,97
66,86,97
68,86,97
67,86,97
64,86,97
60,86,97
55,86,97
50,86,97
46,86,97
42,86,97
40,86,97
38,86,97
37,86,97
38,86,97
38,86,97
39,86,97
40,86,97
40,86,97
39,86,97
38,86,97
37,86,97
35,86,97
33,86,97
32,86,97
30,86,97
28,86,97
27,86,97
25,86,97
24,86,97
24,86,97
24,86,97
24,86,97
24,86,97
24,86,97
24,86,97
24,86,97
25,86,97
29,86,97
34,86,97
40,86,97
48,86,97
56,86,97
63,86,97
67,86,97
69,86,97
69,86,97
69,86,97
69,86,97
60,86,97
55,86,97
50,86,97
45,86,97
42,86,97
40,86,97
39,86,97
39,86,97
39,86,97
40,86,97
40,86,97
41,86,97
40,86,97
40,86,97
39,86,97
37,86,97
36,86,97
34,86,97
32,86,97
30,86,97
29,86,97
28,86,97
27,86,97
26,86,97
25,86,97
24,86,97
24,86,97
23,86,97
22,86,97
22,86,97
23,86,97
25,86,97
29,86,97
36,86,97
43,86,97
51,86,97
58,86,97
63,86,97
66,86,97
66,86,97
63,86,97
60,86,97
55,86,97
51,86,97
47,86,97
43,86,97
40,86,97
39,86,97
38,86,97
37,86,97
37,86,97
37,86,97
37,86,97
37,86,97
36,86,97
35,86,97
33,86,97
32,86,97
32,86,97
32,86,97
28,86,97
27,86,97
25,86,97
24,86,97
22,86,97
21,86,97
21,86,97
20,86,97
20,86,97
19,86,97
19,86,97
19,86,97
19,86,97
20,86,97
24,86,97
24,86,97
37,86,97
45,86,97
45,86,97
61,86,97
66,86,97
66,86,97
67,86,97
65,86,97
61,86,97
57,86,97
52,86,97
48,86,97
45,86,97
42,86,97
40,86,97
40,86,97
40,86,97
40,86,97
40,86,97
40,86,97
40,86,97
39,86,97
38,86,97
37,86,97
35,86,97
33,86,97
32,86,97
30,86,97
28,86,97
27,86,97
25,86,97
24,86,97
23,86,97
22,86,97
21,86,97
21,86,97
21,86,97
21,86,97
21,86,97
21,86,97
21,86,97
23,86,97
27,86,97
27,86,97
32,86,97
40,86,97
47,86,97
55,86,97
62,86,97
66,86,97
67,86,97
66,86,97
63,86,97
58,86,97
54,86,97
50,86,97
46,86,97
42,86,97
40,86,97
39,86,97
38,86,97
38,86,97
39,86,97
39,86,97
39,86,97
39,86,97
38,86,97
36,86,97
35,86,97
33,86,97
31,86,97
29,86,97
27,86,97
26,86,97
24,86,97
23,86,97
21,86,97
20,86,97
19,86,97
19,86,97
18,86,97
17,86,97
16,86,97
16,86,97
16,86,97
17,86,97
20,86,97
26,86,97
33,86,97
41,86,97
50,86,97
57,86,97
62,86,97
64,86,97
63,86,97
60,86,97
56,86,97
51,86,97
46,86,97
42,86,97
39,86,97
36,86,97
34,86,97
33,86,97
33,86,97
33,86,97
33,86,97
35,86,97
36,86,97
36,86,97
36,86,97
36,86,97
35,86,97
33,86,97
32,86,97
30,86,97
28,86,97
26,86,97
24,86,97
23,86,97
22,86,97
21,86,97
20,86,97
20,86,97
19,86,97
19,86,97
20,86,97
22,86,97
27,86,97
33,86,97
40,86,97
47,86,97
54,86,97
59,86,97
61,86,97
61,86,97
58,86,97
54,86,97
50,86,97
45,86,97
40,86,97
37,86,97
34,86,97
32,86,97
32,86,97
32,86,97
34,86,97
35,86,97
36,86,97
36,86,97
35,86,97
34,86,97
32,86,97
30,86,97
27,86,97
27,86,97
23,86,97
22,86,97
22,86,97
19,86,97
19,86,97
19,86,97
17,86,97
17,86,97
17,86,97
17,86,97
17,86,97
16,86,97
17,86,97
19,86,97
24,86,97
31,86,97
39,86,97
47,86,97
55,86,97
62,86,97
66,86,97
67,86,97
66,86,97
63,86,97
59,86,97
54,86,97
49,86,97
45,86,97
42,86,97
40,86,97
39,86,97
39,86,97
39,86,97
